Species,River,Site,Quadrat,Live,Dead
O. reflexa,Neches,6,23,,
O. reflexa,Neches,6,24,,
O. reflexa,Neches,6,25,,
O. reflexa,Neches,6,26,,
O. reflexa,Neches,6,27,,
P. dombeyanus,Neches,6,1,1,
P. dombeyanus,Neches,6,2,,
P. dombeyanus,Neches,6,3,,
P. dombeyanus,Neches,6,4,,
P. dombeyanus,Neches,6,5,,
P. dombeyanus,Neches,6,6,,
P. dombeyanus,Neches,6,7,,
P. dombeyanus,Neches,6,8,,
P. dombeyanus,Neches,6,9,,
P. dombeyanus,Neches,6,1,,
P. dombeyanus,Neches,6,11,,
P. dombeyanus,Neches,6,12,,
P. dombeyanus,Neches,6,13,,
P. dombeyanus,Neches,6,14,,
P. dombeyanus,Neches,6,15,,
P. dombeyanus,Neches,6,16,,
P. dombeyanus,Neches,6,17,,
P. dombeyanus,Neches,6,18,,
P. dombeyanus,Neches,6,19,,
P. dombeyanus,Neches,6,2,,
P. dombeyanus,Neches,6,21,,
P. dombeyanus,Neches,6,22,1,
P. dombeyanus,Neches,6,23,,
P. dombeyanus,Neches,6,24,,
P. dombeyanus,Neches,6,25,,
P. dombeyanus,Neches,6,26,,
P. dombeyanus,Neches,6,27,,
P. riddellii,Neches,6,1,,
P. riddellii,Neches,6,2,,1
P. riddellii,Neches,6,3,,
P. riddellii,Neches,6,4,,
P. riddellii,Neches,6,5,,
P. riddellii,Neches,6,6,,
P. riddellii,Neches,6,7,,1
P. riddellii,Neches,6,8,,
P. riddellii,Neches,6,9,,
P. riddellii,Neches,6,1,,
P. riddellii,Neches,6,11,,
P. riddellii,Neches,6,12,,
P. riddellii,Neches,6,13,,
P. riddellii,Neches,6,14,,
P. riddellii,Neches,6,15,,
P. riddellii,Neches,6,16,,
P. riddellii,Neches,6,17,,
P. riddellii,Neches,6,18,,
P. riddellii,Neches,6,19,,
P. riddellii,Neches,6,2,,
P. riddellii,Neches,6,21,,
P. riddellii,Neches,6,22,,
P. riddellii,Neches,6,23,,
P. riddellii,Neches,6,24,,
P. riddellii,Neches,6,25,,
P. riddellii,Neches,6,26,,
P. riddellii,Neches,6,27,,
P. amphichaenus,Neches,6,1,,
P. amphichaenus,Neches,6,2,,
P. amphichaenus,Neches,6,3,,
P. amphichaenus,Neches,6,4,,
P. amphichaenus,Neches,6,5,,
P. amphichaenus,Neches,6,6,,
P. amphichaenus,Neches,6,7,,
P. amphichaenus,Neches,6,8,,
P. amphichaenus,Neches,6,9,,
P. amphichaenus,Neches,6,1,,
P. amphichaenus,Neches,6,11,,
P. amphichaenus,Neches,6,12,,
P. amphichaenus,Neches,6,13,,
P. amphichaenus,Neches,6,14,,
P. amphichaenus,Neches,6,15,,
P. amphichaenus,Neches,6,16,,
P. amphichaenus,Neches,6,17,,
P. amphichaenus,Neches,6,18,,
P. amphichaenus,Neches,6,19,,
P. amphichaenus,Neches,6,2,,
P. amphichaenus,Neches,6,21,,
P. amphichaenus,Neches,6,22,,
P. amphichaenus,Neches,6,23,,
P. amphichaenus,Neches,6,24,,
P. amphichaenus,Neches,6,25,,
P. amphichaenus,Neches,6,26,,
P. amphichaenus,Neches,6,27,1,
P. purpurtus ,Neches,6,1,,
P. purpurtus ,Neches,6,2,,
P. purpurtus ,Neches,6,3,,
P. purpurtus ,Neches,6,4,,
P. purpurtus ,Neches,6,5,,
P. purpurtus ,Neches,6,6,,
P. purpurtus ,Neches,6,7,,
P. purpurtus ,Neches,6,8,,
P. purpurtus ,Neches,6,9,,
P. purpurtus ,Neches,6,1,,
P. purpurtus ,Neches,6,11,,
P. purpurtus ,Neches,6,12,,1
P. purpurtus ,Neches,6,13,,
P. purpurtus ,Neches,6,14,,
P. purpurtus ,Neches,6,15,,
P. purpurtus ,Neches,6,16,,
P. purpurtus ,Neches,6,17,,
P. purpurtus ,Neches,6,18,,
P. purpurtus ,Neches,6,19,,
P. purpurtus ,Neches,6,2,,
P. purpurtus ,Neches,6,21,,
P. purpurtus ,Neches,6,22,1,
P. purpurtus ,Neches,6,23,,
P. purpurtus ,Neches,6,24,,
P. purpurtus ,Neches,6,25,,
P. purpurtus ,Neches,6,26,,
P. purpurtus ,Neches,6,27,,
P. grandis,Neches,6,1,,
P. grandis,Neches,6,2,,
P. grandis,Neches,6,3,,
P. grandis,Neches,6,4,,
P. grandis,Neches,6,5,,
P. grandis,Neches,6,6,,
P. grandis,Neches,6,7,,
P. grandis,Neches,6,8,,
P. grandis,Neches,6,9,,
P. grandis,Neches,6,1,,
P. grandis,Neches,6,11,,
P. grandis,Neches,6,12,,
P. grandis,Neches,6,13,,
P. grandis,Neches,6,14,,
P. grandis,Neches,6,15,,
P. grandis,Neches,6,16,,
P. grandis,Neches,6,17,,
P. grandis,Neches,6,18,,
P. grandis,Neches,6,19,,
P. grandis,Neches,6,2,,
P. grandis,Neches,6,21,,
P. grandis,Neches,6,22,,
P. grandis,Neches,6,23,,
P. grandis,Neches,6,24,,
P. grandis,Neches,6,25,,
P. grandis,Neches,6,26,,
P. grandis,Neches,6,27,,
Q. apiculata,Neches,6,1,1,
Q. apiculata,Neches,6,2,,
Q. apiculata,Neches,6,3,,
Q. apiculata,Neches,6,4,,
Q. apiculata,Neches,6,5,,
Q. apiculata,Neches,6,6,,
Q. apiculata,Neches,6,7,,
Q. apiculata,Neches,6,8,,
Q. apiculata,Neches,6,9,,
Q. apiculata,Neches,6,1,,
Q. apiculata,Neches,6,11,,
Q. apiculata,Neches,6,12,,
Q. apiculata,Neches,6,13,,
Q. apiculata,Neches,6,14,,
Q. apiculata,Neches,6,15,,
Q. apiculata,Neches,6,16,,
Q. apiculata,Neches,6,17,,
Q. apiculata,Neches,6,18,,
Q. apiculata,Neches,6,19,,
Q. apiculata,Neches,6,2,,
Q. apiculata,Neches,6,21,,
Q. apiculata,Neches,6,22,,
Q. apiculata,Neches,6,23,,
Q. apiculata,Neches,6,24,,
Q. apiculata,Neches,6,25,,
Q. apiculata,Neches,6,26,,
Q. apiculata,Neches,6,27,,
Q. mortoni,Neches,6,1,7,
Q. mortoni,Neches,6,2,1,
Q. mortoni,Neches,6,3,4,
Q. mortoni,Neches,6,4,2,
Q. mortoni,Neches,6,5,5,
Q. mortoni,Neches,6,6,2,
Q. mortoni,Neches,6,7,,1
Q. mortoni,Neches,6,8,,
Q. mortoni,Neches,6,9,,
Q. mortoni,Neches,6,1,1,
Q. mortoni,Neches,6,11,2,
Q. mortoni,Neches,6,12,2,
Q. mortoni,Neches,6,13,,
Q. mortoni,Neches,6,14,,
Q. mortoni,Neches,6,15,,
Q. mortoni,Neches,6,16,2,
Q. mortoni,Neches,6,17,,
Q. mortoni,Neches,6,18,,
Q. mortoni,Neches,6,19,,
Q. mortoni,Neches,6,2,,
Q. mortoni,Neches,6,21,,
Q. mortoni,Neches,6,22,,
Q. mortoni,Neches,6,23,,
Q. mortoni,Neches,6,24,,
Q. mortoni,Neches,6,25,1,
Q. mortoni,Neches,6,26,,
Q. mortoni,Neches,6,27,,
Q. nobilis,Neches,6,1,,
Q. nobilis,Neches,6,2,,
Q. nobilis,Neches,6,3,,
Q. nobilis,Neches,6,4,,
Q. nobilis,Neches,6,5,,
Q. nobilis,Neches,6,6,,
Q. nobilis,Neches,6,7,,
Q. nobilis,Neches,6,8,,
Q. nobilis,Neches,6,9,,
Q. nobilis,Neches,6,1,,
Q. nobilis,Neches,6,11,,
Q. nobilis,Neches,6,12,,
Q. nobilis,Neches,6,13,,
Q. nobilis,Neches,6,14,,
Q. nobilis,Neches,6,15,,
Q. nobilis,Neches,6,16,,
Q. nobilis,Neches,6,17,,
Q. nobilis,Neches,6,18,,
Q. nobilis,Neches,6,19,,
Q. nobilis,Neches,6,2,,
Q. nobilis,Neches,6,21,,
Q. nobilis,Neches,6,22,,
Q. nobilis,Neches,6,23,,
Q. nobilis,Neches,6,24,,
Q. nobilis,Neches,6,25,,
Q. nobilis,Neches,6,26,,
Q. nobilis,Neches,6,27,,
Q.verrucosa,Neches,6,1,2,
Q.verrucosa,Neches,6,2,1,
Q.verrucosa,Neches,6,3,3,1
Q.verrucosa,Neches,6,4,1,
Q.verrucosa,Neches,6,5,,
Q.verrucosa,Neches,6,6,2,
Q.verrucosa,Neches,6,7,,
Q.verrucosa,Neches,6,8,,
Q.verrucosa,Neches,6,9,,
Q.verrucosa,Neches,6,1,1,
Q.verrucosa,Neches,6,11,,
Q.verrucosa,Neches,6,12,,
Q.verrucosa,Neches,6,13,,
Q.verrucosa,Neches,6,14,,
Q.verrucosa,Neches,6,15,,
Q.verrucosa,Neches,6,16,,
Q.verrucosa,Neches,6,17,,
Q.verrucosa,Neches,6,18,,
Q.verrucosa,Neches,6,19,,
Q.verrucosa,Neches,6,2,,
Q.verrucosa,Neches,6,21,,
Q.verrucosa,Neches,6,22,,
Q.verrucosa,Neches,6,23,,
Q.verrucosa,Neches,6,24,,
Q.verrucosa,Neches,6,25,1,
Q.verrucosa,Neches,6,26,,
Q.verrucosa,Neches,6,27,,
S. undulatus,Neches,6,1,,
S. undulatus,Neches,6,2,,
S. undulatus,Neches,6,3,,
S. undulatus,Neches,6,4,,
S. undulatus,Neches,6,5,,
S. undulatus,Neches,6,6,,
S. undulatus,Neches,6,7,,
S. undulatus,Neches,6,8,,
S. undulatus,Neches,6,9,,
S. undulatus,Neches,6,1,,
S. undulatus,Neches,6,11,,
S. undulatus,Neches,6,12,,
S. undulatus,Neches,6,13,,
S. undulatus,Neches,6,14,,
S. undulatus,Neches,6,15,,
S. undulatus,Neches,6,16,,
S. undulatus,Neches,6,17,,
S. undulatus,Neches,6,18,,
S. undulatus,Neches,6,19,,
S. undulatus,Neches,6,2,,
S. undulatus,Neches,6,21,,
S. undulatus,Neches,6,22,,
S. undulatus,Neches,6,23,,
S. undulatus,Neches,6,24,,
S. undulatus,Neches,6,25,,
S. undulatus,Neches,6,26,,
S. undulatus,Neches,6,27,,
T. parvum,Neches,6,1,,
T. parvum,Neches,6,2,,
T. parvum,Neches,6,3,,
T. parvum,Neches,6,4,,
T. parvum,Neches,6,5,,
T. parvum,Neches,6,6,,
T. parvum,Neches,6,7,,
T. parvum,Neches,6,8,,
T. parvum,Neches,6,9,,
T. parvum,Neches,6,1,,
T. parvum,Neches,6,11,,
T. parvum,Neches,6,12,,
T. parvum,Neches,6,13,,
T. parvum,Neches,6,14,,
T. parvum,Neches,6,15,,
T. parvum,Neches,6,16,,
T. parvum,Neches,6,17,,
T. parvum,Neches,6,18,,
T. parvum,Neches,6,19,,
T. parvum,Neches,6,2,,
T. parvum,Neches,6,21,,
T. parvum,Neches,6,22,,
T. parvum,Neches,6,23,,
T. parvum,Neches,6,24,,
T. parvum,Neches,6,25,,
T. parvum,Neches,6,26,,
T. parvum,Neches,6,27,,
T. texasense,Neches,6,1,,
T. texasense,Neches,6,2,,
T. texasense,Neches,6,3,,
T. texasense,Neches,6,4,,
T. texasense,Neches,6,5,,
T. texasense,Neches,6,6,,
T. texasense,Neches,6,7,,
T. texasense,Neches,6,8,,
T. texasense,Neches,6,9,,
T. texasense,Neches,6,1,,
T. texasense,Neches,6,11,,
T. texasense,Neches,6,12,,
T. texasense,Neches,6,13,,
T. texasense,Neches,6,14,,
T. texasense,Neches,6,15,,
T. texasense,Neches,6,16,,
T. texasense,Neches,6,17,,
T. texasense,Neches,6,18,,
T. texasense,Neches,6,19,,
T. texasense,Neches,6,2,,
T. texasense,Neches,6,21,,
T. texasense,Neches,6,22,,
T. texasense,Neches,6,23,,
T. texasense,Neches,6,24,,
T. texasense,Neches,6,25,,
T. texasense,Neches,6,26,,
T. texasense,Neches,6,27,,
T. truncata,Neches,6,1,1,
T. truncata,Neches,6,2,,
T. truncata,Neches,6,3,,2
T. truncata,Neches,6,4,,
T. truncata,Neches,6,5,1,
T. truncata,Neches,6,6,,
T. truncata,Neches,6,7,1,1
T. truncata,Neches,6,8,,
T. truncata,Neches,6,9,,1
T. truncata,Neches,6,1,1,
T. truncata,Neches,6,11,,
T. truncata,Neches,6,12,,
T. truncata,Neches,6,13,,
T. truncata,Neches,6,14,,
T. truncata,Neches,6,15,,
T. truncata,Neches,6,16,,
T. truncata,Neches,6,17,,
T. truncata,Neches,6,18,,
T. truncata,Neches,6,19,,
T. truncata,Neches,6,2,,
T. truncata,Neches,6,21,,
T. truncata,Neches,6,22,,
T. truncata,Neches,6,23,,
T. truncata,Neches,6,24,1,
T. truncata,Neches,6,25,,
T. truncata,Neches,6,26,,
T. truncata,Neches,6,27,,
U. declivis,Neches,6,1,,
U. declivis,Neches,6,2,,
U. declivis,Neches,6,3,,
U. declivis,Neches,6,4,,
U. declivis,Neches,6,5,,
U. declivis,Neches,6,6,,
U. declivis,Neches,6,7,,
U. declivis,Neches,6,8,,
U. declivis,Neches,6,9,,
U. declivis,Neches,6,1,,
U. declivis,Neches,6,11,,
U. declivis,Neches,6,12,,
U. declivis,Neches,6,13,,
U. declivis,Neches,6,14,,
U. declivis,Neches,6,15,,
U. declivis,Neches,6,16,,
U. declivis,Neches,6,17,,
U. declivis,Neches,6,18,,
U. declivis,Neches,6,19,,
U. declivis,Neches,6,2,,
U. declivis,Neches,6,21,,
U. declivis,Neches,6,22,,
U. declivis,Neches,6,23,,
U. declivis,Neches,6,24,,
U. declivis,Neches,6,25,,
U. declivis,Neches,6,26,,
U. declivis,Neches,6,27,,
U. imbecillis,Neches,6,1,,
U. imbecillis,Neches,6,2,,
U. imbecillis,Neches,6,3,,
U. imbecillis,Neches,6,4,,
U. imbecillis,Neches,6,5,,
U. imbecillis,Neches,6,6,,
U. imbecillis,Neches,6,7,,
U. imbecillis,Neches,6,8,,
U. imbecillis,Neches,6,9,,
U. imbecillis,Neches,6,1,,
U. imbecillis,Neches,6,11,,
U. imbecillis,Neches,6,12,,
U. imbecillis,Neches,6,13,,
U. imbecillis,Neches,6,14,,
U. imbecillis,Neches,6,15,,
U. imbecillis,Neches,6,16,,
U. imbecillis,Neches,6,17,,
U. imbecillis,Neches,6,18,,
U. imbecillis,Neches,6,19,,
U. imbecillis,Neches,6,2,,
U. imbecillis,Neches,6,21,,
U. imbecillis,Neches,6,22,,
U. imbecillis,Neches,6,23,,
U. imbecillis,Neches,6,24,,
U. imbecillis,Neches,6,25,,
U. imbecillis,Neches,6,26,,
U. imbecillis,Neches,6,27,,
V. lienosa,Neches,6,1,,
V. lienosa,Neches,6,2,,
V. lienosa,Neches,6,3,,
V. lienosa,Neches,6,4,,
V. lienosa,Neches,6,5,,
V. lienosa,Neches,6,6,,
V. lienosa,Neches,6,7,,
V. lienosa,Neches,6,8,,
V. lienosa,Neches,6,9,,
V. lienosa,Neches,6,1,,
V. lienosa,Neches,6,11,,
V. lienosa,Neches,6,12,,
V. lienosa,Neches,6,13,,
V. lienosa,Neches,6,14,,
V. lienosa,Neches,6,15,,
V. lienosa,Neches,6,16,,
V. lienosa,Neches,6,17,,
V. lienosa,Neches,6,18,,
V. lienosa,Neches,6,19,1,
V. lienosa,Neches,6,2,,
V. lienosa,Neches,6,21,,
V. lienosa,Neches,6,22,,
V. lienosa,Neches,6,23,,
V. lienosa,Neches,6,24,,
V. lienosa,Neches,6,25,,
V. lienosa,Neches,6,26,,
V. lienosa,Neches,6,27,,
A. plicata,Angelina,7,1,,
A. plicata,Angelina,7,2,,
A. plicata,Angelina,7,3,,
A. plicata,Angelina,7,4,,
A. plicata,Angelina,7,5,,
A. plicata,Angelina,7,6,,
A. plicata,Angelina,7,7,,
A. plicata,Angelina,7,8,,
A. plicata,Angelina,7,9,,
A. plicata,Angelina,7,1,,
A. plicata,Angelina,7,11,,
A. plicata,Angelina,7,12,,
A. plicata,Angelina,7,13,,
A. plicata,Angelina,7,14,,
A. plicata,Angelina,7,15,,
A. plicata,Angelina,7,16,,
A. plicata,Angelina,7,17,,
A. plicata,Angelina,7,18,,
A. plicata,Angelina,7,19,,
A. plicata,Angelina,7,2,,
A. plicata,Angelina,7,21,,
A. plicata,Angelina,7,22,,
A. plicata,Angelina,7,23,,
A. plicata,Angelina,7,24,,
A. plicata,Angelina,7,25,,
A. plicata,Angelina,7,26,,
A. plicata,Angelina,7,27,,
A. suborbiculta,Angelina,7,1,,
A. suborbiculta,Angelina,7,2,,
A. suborbiculta,Angelina,7,3,,
A. suborbiculta,Angelina,7,4,,
A. suborbiculta,Angelina,7,5,,
A. suborbiculta,Angelina,7,6,,
A. suborbiculta,Angelina,7,7,,
A. suborbiculta,Angelina,7,8,,
A. suborbiculta,Angelina,7,9,,
A. suborbiculta,Angelina,7,1,,
A. suborbiculta,Angelina,7,11,,
A. suborbiculta,Angelina,7,12,,
A. suborbiculta,Angelina,7,13,,
A. suborbiculta,Angelina,7,14,,
A. suborbiculta,Angelina,7,15,,
A. suborbiculta,Angelina,7,16,,
A. suborbiculta,Angelina,7,17,,
A. suborbiculta,Angelina,7,18,,
A. suborbiculta,Angelina,7,19,,
A. suborbiculta,Angelina,7,2,,
A. suborbiculta,Angelina,7,21,,
A. suborbiculta,Angelina,7,22,,
A. suborbiculta,Angelina,7,23,,
A. suborbiculta,Angelina,7,24,,
A. suborbiculta,Angelina,7,25,,
A. suborbiculta,Angelina,7,26,,
A. suborbiculta,Angelina,7,27,,
A. confragosus,Angelina,7,1,,
A. confragosus,Angelina,7,2,,
A. confragosus,Angelina,7,3,,
A. confragosus,Angelina,7,4,,
A. confragosus,Angelina,7,5,,
A. confragosus,Angelina,7,6,,
A. confragosus,Angelina,7,7,,
A. confragosus,Angelina,7,8,,
A. confragosus,Angelina,7,9,,
A. confragosus,Angelina,7,1,,
A. confragosus,Angelina,7,11,,
A. confragosus,Angelina,7,12,,
A. confragosus,Angelina,7,13,,
A. confragosus,Angelina,7,14,,
A. confragosus,Angelina,7,15,,
A. confragosus,Angelina,7,16,,
A. confragosus,Angelina,7,17,,
A. confragosus,Angelina,7,18,,
A. confragosus,Angelina,7,19,,
A. confragosus,Angelina,7,2,,
A. confragosus,Angelina,7,21,,
A. confragosus,Angelina,7,22,,
A. confragosus,Angelina,7,23,,
A. confragosus,Angelina,7,24,,
A. confragosus,Angelina,7,25,,
A. confragosus,Angelina,7,26,,
A. confragosus,Angelina,7,27,,
F. askewi,Angelina,7,1,1,
F. askewi,Angelina,7,2,,
F. askewi,Angelina,7,3,,
F. askewi,Angelina,7,4,,
F. askewi,Angelina,7,5,,
F. askewi,Angelina,7,6,,
F. askewi,Angelina,7,7,,
F. askewi,Angelina,7,8,,
F. askewi,Angelina,7,9,2,
F. askewi,Angelina,7,1,,
F. askewi,Angelina,7,11,,
F. askewi,Angelina,7,12,,
F. askewi,Angelina,7,13,,
F. askewi,Angelina,7,14,,
F. askewi,Angelina,7,15,,
F. askewi,Angelina,7,16,,
F. askewi,Angelina,7,17,,
F. askewi,Angelina,7,18,,
F. askewi,Angelina,7,19,2,
F. askewi,Angelina,7,2,,
F. askewi,Angelina,7,21,5,
F. askewi,Angelina,7,22,4,
F. askewi,Angelina,7,23,,
F. askewi,Angelina,7,24,,
F. askewi,Angelina,7,25,16,
F. askewi,Angelina,7,26,,
F. askewi,Angelina,7,27,,
L. hydiana,Angelina,7,1,,
L. hydiana,Angelina,7,2,,
L. hydiana,Angelina,7,3,,
L. hydiana,Angelina,7,4,,
L. hydiana,Angelina,7,5,,
L. hydiana,Angelina,7,6,,
L. hydiana,Angelina,7,7,,
L. hydiana,Angelina,7,8,,
L. hydiana,Angelina,7,9,,
L. hydiana,Angelina,7,1,,
L. hydiana,Angelina,7,11,,
L. hydiana,Angelina,7,12,,
L. hydiana,Angelina,7,13,,
L. hydiana,Angelina,7,14,,
L. hydiana,Angelina,7,15,,
L. hydiana,Angelina,7,16,,
L. hydiana,Angelina,7,17,,
L. hydiana,Angelina,7,18,,
L. hydiana,Angelina,7,19,,
L. hydiana,Angelina,7,2,,
L. hydiana,Angelina,7,21,,
L. hydiana,Angelina,7,22,,
L. hydiana,Angelina,7,23,,
L. hydiana,Angelina,7,24,,
L. hydiana,Angelina,7,25,,
L. hydiana,Angelina,7,26,,
L. hydiana,Angelina,7,27,,
La. Satura,Angelina,7,1,,
La. Satura,Angelina,7,2,,
La. Satura,Angelina,7,3,,
La. Satura,Angelina,7,4,,
La. Satura,Angelina,7,5,1,
La. Satura,Angelina,7,6,,
La. Satura,Angelina,7,7,,
La. Satura,Angelina,7,8,,
La. Satura,Angelina,7,9,,
La. Satura,Angelina,7,1,,
La. Satura,Angelina,7,11,,
La. Satura,Angelina,7,12,,
La. Satura,Angelina,7,13,,
La. Satura,Angelina,7,14,,
La. Satura,Angelina,7,15,,
La. Satura,Angelina,7,16,,
La. Satura,Angelina,7,17,,
La. Satura,Angelina,7,18,,
La. Satura,Angelina,7,19,,
La. Satura,Angelina,7,2,,
La. Satura,Angelina,7,21,,
La. Satura,Angelina,7,22,,
La. Satura,Angelina,7,23,,
La. Satura,Angelina,7,24,,
La. Satura,Angelina,7,25,,
La. Satura,Angelina,7,26,,
La. Satura,Angelina,7,27,,
L. teres,Angelina,7,1,,
L. teres,Angelina,7,2,,
L. teres,Angelina,7,3,,
L. teres,Angelina,7,4,,
L. teres,Angelina,7,5,,
L. teres,Angelina,7,6,,
L. teres,Angelina,7,7,,
L. teres,Angelina,7,8,,
L. teres,Angelina,7,9,,
L. teres,Angelina,7,1,,
L. teres,Angelina,7,11,,
L. teres,Angelina,7,12,,
L. teres,Angelina,7,13,,
L. teres,Angelina,7,14,,
L. teres,Angelina,7,15,1,
L. teres,Angelina,7,16,,
L. teres,Angelina,7,17,,
L. teres,Angelina,7,18,,
L. teres,Angelina,7,19,,
L. teres,Angelina,7,2,,
L. teres,Angelina,7,21,,
L. teres,Angelina,7,22,,
L. teres,Angelina,7,23,,
L. teres,Angelina,7,24,,
L. teres,Angelina,7,25,,
L. teres,Angelina,7,26,,
L. teres,Angelina,7,27,,
L. fragilis,Angelina,7,1,,
L. fragilis,Angelina,7,2,,
L. fragilis,Angelina,7,3,,
L. fragilis,Angelina,7,4,,
L. fragilis,Angelina,7,5,,
L. fragilis,Angelina,7,6,,
L. fragilis,Angelina,7,7,,
L. fragilis,Angelina,7,8,,
L. fragilis,Angelina,7,9,,
L. fragilis,Angelina,7,1,,
L. fragilis,Angelina,7,11,,
L. fragilis,Angelina,7,12,,
L. fragilis,Angelina,7,13,,
L. fragilis,Angelina,7,14,,
L. fragilis,Angelina,7,15,,
L. fragilis,Angelina,7,16,,
L. fragilis,Angelina,7,17,,
L. fragilis,Angelina,7,18,,
L. fragilis,Angelina,7,19,,
L. fragilis,Angelina,7,2,,
L. fragilis,Angelina,7,21,,
L. fragilis,Angelina,7,22,,
L. fragilis,Angelina,7,23,,
L. fragilis,Angelina,7,24,,
L. fragilis,Angelina,7,25,,
L. fragilis,Angelina,7,26,,
L. fragilis,Angelina,7,27,,
Li. Subrostrata,Angelina,7,1,,
Li. Subrostrata,Angelina,7,2,,
Li. Subrostrata,Angelina,7,3,,
Li. Subrostrata,Angelina,7,4,,
Li. Subrostrata,Angelina,7,5,,
Li. Subrostrata,Angelina,7,6,,
Li. Subrostrata,Angelina,7,7,,
Li. Subrostrata,Angelina,7,8,,
Li. Subrostrata,Angelina,7,9,,
Li. Subrostrata,Angelina,7,1,,
Li. Subrostrata,Angelina,7,11,,
Li. Subrostrata,Angelina,7,12,,
Li. Subrostrata,Angelina,7,13,,
Li. Subrostrata,Angelina,7,14,,
Li. Subrostrata,Angelina,7,15,,
Li. Subrostrata,Angelina,7,16,,
Li. Subrostrata,Angelina,7,17,,
Li. Subrostrata,Angelina,7,18,,
Li. Subrostrata,Angelina,7,19,,
Li. Subrostrata,Angelina,7,2,,
Li. Subrostrata,Angelina,7,21,,
Li. Subrostrata,Angelina,7,22,,
Li. Subrostrata,Angelina,7,23,,
Li. Subrostrata,Angelina,7,24,,
Li. Subrostrata,Angelina,7,25,,
Li. Subrostrata,Angelina,7,26,,
Li. Subrostrata,Angelina,7,27,,
M. nervosa,Angelina,7,1,,
M. nervosa,Angelina,7,2,,
M. nervosa,Angelina,7,3,,
M. nervosa,Angelina,7,4,,
M. nervosa,Angelina,7,5,,
M. nervosa,Angelina,7,6,,
M. nervosa,Angelina,7,7,,
M. nervosa,Angelina,7,8,,
M. nervosa,Angelina,7,9,,
M. nervosa,Angelina,7,1,,
M. nervosa,Angelina,7,11,,
M. nervosa,Angelina,7,12,,
M. nervosa,Angelina,7,13,,
M. nervosa,Angelina,7,14,,
M. nervosa,Angelina,7,15,,
M. nervosa,Angelina,7,16,,
M. nervosa,Angelina,7,17,,
M. nervosa,Angelina,7,18,,
M. nervosa,Angelina,7,19,,
M. nervosa,Angelina,7,2,,
M. nervosa,Angelina,7,21,,
M. nervosa,Angelina,7,22,,
M. nervosa,Angelina,7,23,,
M. nervosa,Angelina,7,24,,
M. nervosa,Angelina,7,25,,
M. nervosa,Angelina,7,26,,
M. nervosa,Angelina,7,27,,
O. jacksoniana,Angelina,7,1,,
O. jacksoniana,Angelina,7,2,,
O. jacksoniana,Angelina,7,3,,
O. jacksoniana,Angelina,7,4,,
O. jacksoniana,Angelina,7,5,,
O. jacksoniana,Angelina,7,6,,
O. jacksoniana,Angelina,7,7,,
O. jacksoniana,Angelina,7,8,,
O. jacksoniana,Angelina,7,9,,
O. jacksoniana,Angelina,7,1,,
O. jacksoniana,Angelina,7,11,,
O. jacksoniana,Angelina,7,12,,
O. jacksoniana,Angelina,7,13,,
O. jacksoniana,Angelina,7,14,,
O. jacksoniana,Angelina,7,15,,
O. jacksoniana,Angelina,7,16,,
O. jacksoniana,Angelina,7,17,,
O. jacksoniana,Angelina,7,18,,
O. jacksoniana,Angelina,7,19,,
O. jacksoniana,Angelina,7,2,,
O. jacksoniana,Angelina,7,21,,
O. jacksoniana,Angelina,7,22,,
O. jacksoniana,Angelina,7,23,,
O. jacksoniana,Angelina,7,24,,
O. jacksoniana,Angelina,7,25,,
O. jacksoniana,Angelina,7,26,,
O. jacksoniana,Angelina,7,27,,
O. reflexa,Angelina,7,1,,
O. reflexa,Angelina,7,2,1,
O. reflexa,Angelina,7,3,,
O. reflexa,Angelina,7,4,,
O. reflexa,Angelina,7,5,,
O. reflexa,Angelina,7,6,,
O. reflexa,Angelina,7,7,,
O. reflexa,Angelina,7,8,,
O. reflexa,Angelina,7,9,,
O. reflexa,Angelina,7,1,,
O. reflexa,Angelina,7,11,,
O. reflexa,Angelina,7,12,,
O. reflexa,Angelina,7,13,,
O. reflexa,Angelina,7,14,,
O. reflexa,Angelina,7,15,,
O. reflexa,Angelina,7,16,,
O. reflexa,Angelina,7,17,,
O. reflexa,Angelina,7,18,,
O. reflexa,Angelina,7,19,,
O. reflexa,Angelina,7,2,,
O. reflexa,Angelina,7,21,,
O. reflexa,Angelina,7,22,,
O. reflexa,Angelina,7,23,,
O. reflexa,Angelina,7,24,,
O. reflexa,Angelina,7,25,,
O. reflexa,Angelina,7,26,,
O. reflexa,Angelina,7,27,,
P. dombeyanus,Angelina,7,1,,
P. dombeyanus,Angelina,7,2,,
P. dombeyanus,Angelina,7,3,,
P. dombeyanus,Angelina,7,4,,
P. dombeyanus,Angelina,7,5,,
P. dombeyanus,Angelina,7,6,,
P. dombeyanus,Angelina,7,7,,
P. dombeyanus,Angelina,7,8,,
P. dombeyanus,Angelina,7,9,,
P. dombeyanus,Angelina,7,1,,
P. dombeyanus,Angelina,7,11,,
P. dombeyanus,Angelina,7,12,,
P. dombeyanus,Angelina,7,13,,
P. dombeyanus,Angelina,7,14,,
P. dombeyanus,Angelina,7,15,,
P. dombeyanus,Angelina,7,16,,
P. dombeyanus,Angelina,7,17,,
P. dombeyanus,Angelina,7,18,,
P. dombeyanus,Angelina,7,19,,
P. dombeyanus,Angelina,7,2,,
P. dombeyanus,Angelina,7,21,,
